Row,OR,LB,UB,p_value
friend,65.4635776559295,2.96742708449932e-46,1.44417364857914e+49,0.940070385225143
female,771361.72562449,2.53630929878937,234592410335.126,0.0353358913531435
politic,1.78508172027374,1.01404649905996,3.1423773475964,0.0446066941233651
ethnicity,1.14898149952255,0.86794755652363,1.52101181266376,0.331847729395039
tech,2.72148156149544,1.70931886256909,4.33299020548327,2.45091003107623e-05
Lifestyle,2.0208239207674,1.42595987729222,2.86384587938082,7.66084922838763e-05
leisure,4.52768284077114,1.16490596379696,17.5979113711418,0.0292296405747954
home,1.10868401931247,0.847339681500043,1.45063459379459,0.451911576808111
work,1.23335510529142,0.956571827029938,1.59022539945742,0.105754017418738
money,1.52122110746832,1.04721588047963,2.20977708698158,0.0276525874518349
relig,1.45930122209492,0.670399895048147,3.17655189467889,0.340904829744706
Physical,0.848600193959543,0.691986989853672,1.04065871143105,0.114765727967898
health,0.858920330982622,0.701255988140097,1.05203256364623,0.141622683975563
illness,0.926716895882605,0.75174568156448,1.14241322055487,0.475920432454698
wellness,0.269052201595306,0,Inf,0.999968345762889
mental,0.908286723931617,0.757899481010243,1.08851476157599,0.297588926704611
substances,1.00750054882553,0.80233955385187,1.26512191878196,0.948712581735829
sexual,39.2318095540325,0,Inf,0.998445964715299
food,1.04809076209677,0.816718762884853,1.34500919473483,0.712063021436374
death,0.862561971815426,0.717029161285016,1.03763304952443,0.11684179977394
need,0.855384070606942,0.706691250897574,1.03536290751978,0.108868048230869
want,68965.1934912683,0.00124353856101491,3824728932737.18,0.2207041513258
lack,0.833436737298408,0.683609146128425,1.01610225523244,0.0715437592946095
fulfill,0.923570062151753,0.772779131373578,1.10378454214577,0.38198558277647
fatigue,NaN,NaN,NaN,NaN
reward,0.858473986096194,0.715879303260682,1.02947184175755,0.0996430946108592
curiosity,1.05914569475028,0.836331573677521,1.34132159781475,0.633474225096535
allure,0.907111956333843,0.736820571012667,1.11676048918247,0.358097106195443
Perception,0.923040970696346,0.746153822124113,1.14186191683453,0.460638528835479
attention,1.1697634153182,0.881168185611135,1.55287772545702,0.278013142233318
motion,1.13633984266795,0.893019483514475,1.44595752038113,0.2985044313604
space,0.849290493157657,0.690693436232833,1.04430461320444,0.121396318452919
visual,1.08082066602604,0.845481189371513,1.3816668268839,0.535045904181486
auditory,1.17724789488567,0.838635900168609,1.65257963048578,0.345672428996426
feeling,0.876994543395611,0.724413357020346,1.06171348401031,0.178325678410766
time,0.88776708704125,0.719931952059376,1.09472902067931,0.265508233893996
focuspast,1.0782585755162,0.857058153657835,1.35654920347258,0.520082873399268
focusfuture,1.13036980445227,0.860780271746171,1.48439263393603,0.378020153774197
Conversation,1.21687439988452,0.924948286874962,1.60093631839386,0.160755381977495
netspeak,1.13053846328829,0.878677913051468,1.4545912648875,0.339997642208049
assent,29248468.1641505,328392.479556172,2605031915.18123,6.11911443050936e-14
nonflu,421.36678489843,3.32847542127342e-13,5.33427305128519e+17,0.733382212608456
filler,NaN,NaN,NaN,NaN
AllPunc,1.91730661842204,1.31662511854106,2.79203595410543,0.000687645588375189
Period,1.07818545163383,0.856796202393476,1.3567799026973,0.520890315785488
Comma,1.1133865942002,0.869500595294725,1.42568011437018,0.394515536576004
QMark,0.969593762496448,0.788457875814271,1.19234279104781,0.769783864751854
Exclam,4.04688014752967,1.07243137077437,15.2711300459667,0.0390930451628391
Apostro,1.81031828658869,1.23482125242907,2.65402971669832,0.00236100540914108
